,assgNo,fixcount,firstPassCnt,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,nRegressFrom,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,nWordsInTitle
393,12,1,1,1,0,159,139,139,338,310.2084,149.688,246.13,82.4212,74.609,139,139.0,0,0,1,179,0.0883,0.2373,0.0251,5
7106,216,1,2,1,1,99,159,239,179,98.1122,232.5048,103.8557,98.1033,79.404,179,179.0,0,0,0,318,0.0871,0.1316,0.0417,4
8574,271,1,1,0,1,179,199,199,239,113.686,0.0,62.9682,50.9166,51.7035,199,199.0,0,0,1,199,0.3012,0.3012,0.0352,6
7210,221,1,1,1,0,159,99,99,99,248.5005,204.5391,132.0152,120.2664,119.3032,99,99.0,0,0,0,0,0.0621,0.1451,0.0223,5
7418,226,1,2,1,1,99,119,258,119,121.1249,215.9282,260.3459,138.8065,132.0152,179,179.0,1,239,1,579,0.0613,0.6053,0.0219,7
1159,35,1,1,1,0,99,199,199,139,64.158,115.0761,107.8147,57.0088,52.8607,199,199.0,0,0,0,0,0.3223,0.4623,0.0415,4
8106,253,1,1,1,0,179,159,159,199,112.1751,272.1369,48.2597,70.0589,61.4003,159,159.0,0,0,0,0,0.0409,0.1289,0.0292,3
1562,47,2,2,1,0,199,99,198,179,130.8482,98.0319,23.4094,124.6796,223.014,378,189.0,2,1094,0,1312,0.0761,0.0841,0.0467,6
10344,315,1,1,1,0,239,179,179,139,53.584,194.4801,50.448,31.9453,22.0737,179,179.0,0,0,0,0,0.3013,0.2643,0.0238,7
8269,258,1,1,1,0,139,179,179,99,260.3094,50.3513,306.3201,71.7722,77.1557,179,179.0,0,0,0,0,0.2369,0.2114,0.0292,4
9299,289,1,1,0,1,100,80,80,179,710.5508,432.3439,704.0028,6.9462,5.7009,80,80.0,0,0,0,0,0.2337,0.3857,0.0039,6
6783,203,1,1,1,0,99,159,159,199,71.8766,806.7455,104.0625,55.394,57.0789,159,159.0,1,358,0,0,0.1124,0.2184,0.0163,5
4760,147,1,1,0,1,119,179,179,258,131.6435,52.1009,95.7706,46.3303,47.7938,179,179.0,1,496,0,119,0.5071,0.4981,0.0406,3
9980,306,1,1,1,1,99,99,99,80,182.7108,215.168,158.0285,25.5,16.9189,99,99.0,1,6239,0,3695,0.4265,0.4915,0.0066,7
287,9,1,1,1,0,179,119,119,139,199.1212,68.5657,219.6952,76.2512,76.5849,119,119.0,0,0,0,0,0.1459,0.2759,0.0153,6
7605,234,1,1,1,0,139,159,159,80,198.7719,286.5157,206.6422,5.5902,17.2627,159,159.0,0,0,0,0,0.2011,0.1871,0.0457,3
10396,317,2,2,1,1,179,119,338,139,221.6106,166.5068,194.0232,40.4042,227.2427,338,169.0,0,0,0,278,0.1717,0.1717,0.0556,6
1292,41,1,1,1,1,139,139,139,99,212.8673,266.0122,324.7553,125.077,132.1855,278,278.0,2,1132,0,0,0.3377,0.3222,0.0296,4
6613,196,1,1,1,0,99,80,80,0,55.3195,0.0,121.4907,75.6257,52.1464,80,80.0,0,0,0,0,0.356,0.356,0.0672,4
1649,51,1,1,1,1,0,119,119,119,137.5227,146.5307,75.6637,85.1601,80.128,179,179.0,0,0,0,0,0.0506,0.3076,0.0804,7
8785,278,1,1,1,0,80,199,199,159,368.541,595.4914,255.0176,121.3106,110.5283,199,199.0,0,0,0,0,0.1153,0.2083,0.0266,7
2400,75,1,1,1,0,458,199,199,239,980.9898,0.0,400.1012,62.8351,60.4525,1136,1136.0,0,0,0,1136,1.4162,1.4162,0.1173,8
10593,324,1,1,1,0,99,298,298,99,605.0424,454.5099,666.8883,69.2261,64.002,298,298.0,0,0,0,0,0.3507,0.4497,0.0519,7
2650,79,1,1,1,0,319,120,120,379,120.6752,1052.5789,137.9275,10.5119,21.6449,120,120.0,0,0,0,339,1.407,1.6265,0.0127,5
1183,37,1,1,1,0,219,239,239,139,321.5603,156.5008,288.295,125.7945,114.6833,239,239.0,1,437,0,0,-0.0422,-0.0422,0.0296,7
9940,305,1,1,1,0,100,199,199,119,239.5005,226.1084,199.0025,39.5127,44.601,199,199.0,0,0,0,0,0.2465,0.233,0.0322,7
7802,240,1,1,1,1,100,179,179,139,478.3513,205.5097,479.2421,26.3059,17.72,99,99.0,1,139,0,0,0.0226,0.1201,0.0094,7
4690,145,1,1,1,0,298,159,159,179,360.0889,37.8319,411.0523,69.4262,82.134,159,159.0,0,0,0,0,-0.2253,-0.0593,0.0192,6
9536,294,1,1,1,0,398,179,179,119,146.0548,272.3279,116.8418,29.6057,38.7621,179,179.0,0,0,0,0,0.2606,0.4371,0.03,6
6313,186,1,1,1,0,179,258,258,139,490.5928,300.6996,586.931,96.7187,98.3933,258,258.0,0,0,0,0,0.2195,0.3765,0.1312,7
8200,256,1,1,0,1,99,80,80,119,819.2565,119.7466,813.9908,14.0089,18.9275,80,80.0,1,417,0,0,0.2214,0.3554,0.0068,5
351,11,1,1,1,0,298,119,119,80,137.8278,256.1411,147.0544,2.6926,24.4182,119,119.0,0,0,0,0,0.1099,0.0829,0.011,7
6622,197,1,1,1,0,139,99,99,159,292.1823,159.5306,293.8044,49.0026,48.0026,99,99.0,0,0,0,0,0.0301,0.2091,0.0186,5
3045,93,1,1,0,1,199,219,219,279,136.4441,100.6504,135.1481,43.3042,65.1249,219,219.0,0,0,1,1035,0.4141,1.3871,0.0166,7
6404,189,1,1,1,0,199,99,99,258,74.0827,96.3379,105.513,33.444,33.738,99,99.0,0,0,0,0,0.015,0.183,0.0179,5
6318,186,1,1,1,0,99,139,139,219,186.0672,91.9633,117.2732,73.1095,81.8917,139,139.0,0,0,0,0,0.3765,0.3765,0.0707,5
6829,204,1,1,0,1,139,139,139,99,110.7079,363.0158,111.7721,39.016,40.6971,139,139.0,0,0,0,139,0.1619,0.4074,0.0288,4
5646,167,1,1,1,0,298,139,139,99,121.064,53.5093,181.7058,57.3629,61.0328,139,139.0,0,0,0,0,0.125,0.125,0.0093,4
7557,231,1,1,1,0,298,99,99,179,199.01,189.1144,157.0,38.8233,46.768,99,99.0,0,0,0,0,0.2927,0.2492,0.0166,5
1723,54,1,1,1,0,99,99,99,179,38.2001,123.0864,104.0481,64.7341,66.3363,99,99.0,0,0,1,198,0.1464,0.2758,0.0163,6
7834,240,1,1,1,0,99,119,119,179,163.8429,0.0,140.6023,65.683,65.5934,159,159.0,0,0,1,159,-0.0404,-0.0404,0.0152,7
6778,203,1,1,1,0,119,139,139,139,758.9193,52.2398,780.692,27.7714,25.4951,139,139.0,1,139,0,0,0.0909,0.2184,0.0143,7
7800,240,1,1,1,0,179,179,179,80,264.5397,199.1438,203.2462,61.5406,85.0941,179,179.0,0,0,0,0,0.0416,0.1201,0.0171,7
253,7,1,1,1,0,100,139,139,139,85.0368,67.5666,96.0469,15.9138,2.9155,139,139.0,1,139,0,0,0.5104,0.2924,0.0249,3
5141,155,1,1,1,1,99,159,159,99,148.0034,393.0919,219.8227,84.1204,88.6848,159,159.0,0,0,1,80,0.2688,0.3358,0.0143,7
2306,73,1,1,1,0,179,20,20,199,68.5894,68.0661,52.0865,24.7386,30.3645,20,20.0,0,0,0,0,1.8132,1.8132,0.0012,6
8245,256,1,1,1,0,99,80,80,119,174.5179,556.1189,190.213,21.5058,21.6622,100,100.0,1,119,1,300,0.0974,0.5029,0.0086,6
5277,159,1,1,1,1,139,139,139,159,169.713,27.0647,128.1913,42.4647,30.5287,139,139.0,3,8408,0,894,0.0548,-0.0077,0.0101,7
1838,57,1,1,0,1,159,219,219,100,635.4725,556.4396,674.1454,29.0904,36.6674,219,219.0,0,0,1,0,0.0949,0.1308,0.0244,8
4020,129,3,2,1,0,179,139,417,199,172.8504,946.2183,108.2266,60.0021,174.6568,557,185.6667,2,3381,0,557,0.4601,0.5531,0.0488,9
5757,171,1,1,1,0,139,179,179,99,141.718,185.5007,196.4714,70.1231,53.4649,278,278.0,0,0,1,278,0.0855,0.122,0.028,6
6932,210,1,1,1,0,99,99,99,159,367.9555,169.1065,341.4235,38.7105,26.3154,99,99.0,0,0,0,99,0.3973,0.2868,0.0265,9
1589,48,1,1,1,0,119,139,139,199,167.6969,130.0471,91.7824,79.1344,77.0406,139,139.0,0,0,0,0,0.2446,0.2496,0.0286,7
152,5,2,2,0,1,179,199,338,80,231.7159,620.942,46.6905,180.025,99.9525,338,169.0,0,0,0,0,-0.0035,0.132,0.0302,7
3401,103,1,1,1,1,80,119,119,119,42.9913,219.5023,122.5439,80.7248,85.9796,139,139.0,0,0,0,0,0.361,0.486,0.0194,9
621,20,1,1,1,0,139,219,219,199,139.5323,254.0079,78.9177,64.2748,51.0025,219,219.0,1,696,0,0,-0.0024,-0.0024,0.0841,4
3569,110,1,1,1,0,119,239,239,99,219.0576,228.3555,284.7385,67.7588,88.5113,239,239.0,0,0,0,0,0.003,0.007,0.0369,9
5075,154,3,3,1,0,238,99,417,139,166.8682,134.7368,207.2342,42.9796,142.514,417,139.0,0,0,1,0,0.1818,0.2718,0.0484,6
300,9,1,1,1,0,99,239,239,159,371.3812,118.4789,433.0935,64.7012,72.7066,239,239.0,0,0,0,239,0.3034,0.1774,0.0307,4
2370,75,1,1,1,1,20,239,239,139,570.8023,151.8988,660.153,91.5492,110.92,359,359.0,0,0,0,359,0.8787,0.9107,0.0371,7
3332,101,1,1,1,0,99,99,99,199,192.9696,153.3118,163.9909,32.2568,21.5523,99,99.0,0,0,0,0,0.278,0.085,0.0255,8
5107,155,1,1,1,1,139,358,358,159,197.0971,378.0245,147.6279,74.9083,91.6652,99,99.0,0,0,0,0,0.1798,0.1288,0.0089,7
2180,70,2,1,1,1,80,20,20,279,584.2418,122.5826,561.6022,42.2995,96.7729,239,119.5,1,836,0,0,-0.0316,-0.0316,0.0194,8
5517,165,1,1,1,0,159,159,159,139,78.5143,576.5137,23.0868,60.1041,62.0987,159,159.0,0,0,0,0,0.053,0.053,0.0166,8
816,24,1,1,1,0,139,179,179,80,93.0054,268.6471,127.2831,74.7412,78.4251,179,179.0,0,0,0,0,0.1796,0.1296,0.0198,8
198,6,1,1,1,0,119,179,179,159,427.7116,329.0745,469.5551,47.101,60.9631,179,179.0,0,0,0,0,-0.0065,0.101,0.0241,7
1742,54,2,2,1,1,99,139,238,99,176.7831,185.533,165.1091,20.6155,237.5005,238,119.0,1,357,1,675,0.3443,0.3933,0.0393,5
9187,288,1,1,1,1,0,99,99,80,395.5316,133.9944,521.096,130.5383,127.7507,338,338.0,1,1094,1,2266,0.0697,0.1177,0.0484,7
3303,100,1,1,0,1,219,179,179,80,107.8761,163.8063,83.6002,30.8302,36.8782,179,179.0,0,0,0,0,-0.1215,0.4355,0.0243,4
9384,291,1,1,0,1,139,179,179,139,220.096,243.8955,189.2142,33.5932,26.2774,179,179.0,0,0,0,0,0.2122,0.2497,0.028,7
4364,136,2,1,0,1,239,179,179,298,159.0503,125.1209,111.018,50.5594,134.0755,477,238.5,0,0,1,477,0.0377,-0.0378,0.0179,5
7277,223,1,1,1,0,119,139,139,80,194.1391,385.593,94.921,104.5431,110.2905,139,139.0,0,0,0,0,0.2398,0.4488,0.0333,7
8908,281,1,1,1,0,139,139,139,139,194.0309,370.5955,108.5035,94.3835,80.4767,139,139.0,0,0,0,0,0.1047,0.0957,0.0165,7
2411,76,2,2,1,1,199,279,498,179,105.6882,107.1972,160.2061,41.4397,177.3866,498,249.0,1,597,0,0,0.3057,-0.0218,0.0557,9
7584,232,1,1,1,0,258,179,179,239,555.7025,51.0221,558.2902,21.36,25.224,199,199.0,1,338,0,199,0.2287,0.2287,0.1235,7
3604,111,1,1,1,1,278,239,239,219,97.5,330.9026,115.5206,69.0072,64.5155,139,139.0,1,3954,0,0,0.1325,0.0925,0.0224,4
1037,31,1,1,0,1,119,219,219,80,88.7257,307.2344,42.9418,62.3939,70.4006,139,139.0,0,0,1,259,0.0929,0.2389,0.0119,5
1816,57,1,1,0,1,139,99,99,99,168.0216,40.05,166.2438,13.0863,7.9057,99,99.0,1,3837,0,0,0.1739,0.0259,0.011,10
9846,303,1,1,1,1,119,179,179,80,209.4039,97.1815,169.1065,43.2001,25.005,99,99.0,2,1212,0,119,0.2635,0.328,0.0194,4
186,5,1,1,0,1,99,139,139,139,721.5028,133.0338,770.0006,49.5631,63.5079,139,139.0,1,358,0,278,-0.0305,0.225,0.0124,7
6740,202,2,1,1,1,80,80,80,139,99.0454,61.4837,136.2424,88.459,87.0919,298,149.0,0,0,0,378,0.0369,0.4174,0.0943,7
630,21,2,2,0,1,99,219,477,298,110.0011,169.5435,109.3709,15.0333,46.5027,477,238.5,0,0,1,477,0.1441,0.1611,0.0442,4
7404,226,1,1,1,0,159,179,179,139,271.5,227.0666,221.0362,51.4125,36.4005,179,179.0,0,0,0,0,-0.0107,0.0293,0.0219,8
2986,91,1,1,1,1,140,219,219,199,71.0862,55.3173,106.527,45.2355,50.9215,199,199.0,0,0,0,0,-0.0289,0.6906,0.0178,5
2319,73,3,1,0,1,20,438,438,219,229.752,136.0533,286.4001,56.4734,89.6019,637,212.3333,2,1155,0,836,2.6022,4.4917,0.0393,5
8089,252,1,1,1,0,179,139,139,179,87.6427,133.1353,29.1548,72.4603,74.2849,139,139.0,1,179,0,0,0.0558,0.4663,0.0434,4
222,6,1,1,1,0,159,159,159,258,114.5535,519.2622,200.0025,89.5056,80.025,159,159.0,0,0,1,159,0.126,0.8065,0.0214,7
5864,174,2,3,1,0,159,179,577,179,95.6935,111.0281,179.1787,68.2221,106.0047,378,189.0,0,0,1,756,0.127,0.1175,0.038,6
4491,138,1,1,1,0,139,278,278,219,388.0725,144.5856,415.1205,29.5169,32.6075,358,358.0,1,418,0,875,0.5197,0.3897,0.0444,6
3446,106,1,1,1,0,80,100,100,99,203.1994,120.5249,197.8914,75.4205,75.3077,100,100.0,0,0,0,0,0.5933,0.4483,0.0275,6
1582,47,1,1,0,1,139,119,119,278,169.5125,816.5323,75.1864,101.2028,86.977,119,119.0,1,576,0,0,-0.0229,-0.0229,0.0147,7
4066,130,1,2,1,1,239,139,278,199,278.2175,131.4201,220.8189,57.8662,62.2435,139,139.0,0,0,0,0,0.1636,0.4321,0.0128,4
4902,150,1,1,1,1,239,199,199,199,62.9007,202.5154,78.8733,102.7631,98.074,199,199.0,1,516,1,278,0.0981,0.1386,0.0179,4
3393,103,2,1,1,1,80,80,80,119,275.2199,423.5425,150.8509,136.2323,74.9533,218,109.0,0,0,0,0,0.3965,0.361,0.0304,7
7379,225,1,1,1,0,139,99,99,119,270.6335,113.1923,270.1296,37.2324,35.0321,139,139.0,0,0,0,417,0.4683,0.4683,0.0139,9
3565,110,2,2,1,0,278,119,258,159,52.6806,91.6038,112.6987,69.0398,84.4038,258,129.0,1,417,0,0,0.142,0.003,0.0398,8
2694,81,1,1,1,0,179,179,179,299,155.5394,137.0328,59.4138,98.732,108.5415,179,179.0,0,0,0,0,0.36,1.15,0.0191,4
4141,133,1,1,0,1,139,278,278,179,269.0116,165.5483,200.3597,71.5996,64.4224,278,278.0,0,0,0,278,0.1385,0.1385,0.0199,8
5162,156,1,1,1,0,179,159,159,179,89.1866,224.3819,12.0,80.5761,105.8643,159,159.0,0,0,0,159,0.0638,0.1033,0.0329,7
1504,45,1,1,1,0,139,258,258,239,79.6273,104.1453,189.9526,115.9526,111.8939,318,318.0,0,0,1,794,0.1361,0.0001,0.0501,5
145,5,1,1,1,0,259,258,258,119,501.1559,80.6226,519.0087,19.0066,32.6382,179,179.0,1,775,1,715,0.021,0.032,0.016,4
7788,240,1,1,1,1,139,139,139,80,867.0066,524.1612,841.1659,43.5259,47.5026,139,139.0,1,3639,0,80,-0.0004,0.1526,0.0133,8
4882,149,1,1,1,0,219,119,119,80,157.0645,107.3336,80.0625,81.4632,104.3552,119,119.0,0,0,0,0,0.1096,0.2986,0.0135,6
6072,179,1,1,1,0,139,139,139,80,73.2547,188.099,81.2158,21.095,7.6485,139,139.0,0,0,1,139,0.2426,0.3516,0.0149,5
7159,219,2,2,1,0,119,99,179,139,114.0175,167.2872,133.7946,36.6742,54.7951,179,89.5,0,0,0,0,0.0936,0.0886,0.0285,5
6883,207,1,1,1,0,119,100,100,119,226.241,230.4566,207.8702,13.0863,19.5576,100,100.0,0,0,0,0,-0.0646,0.4069,0.0338,6
9062,285,1,1,1,0,80,80,80,139,71.8923,240.127,96.0208,29.6015,7.6158,278,278.0,1,139,1,278,0.0867,0.2327,0.0469,5
7578,231,2,2,0,1,219,298,755,0,37.1652,0.0,86.0233,63.1229,31.504,755,377.5,0,0,0,0,0.3207,0.3207,0.1267,6
3536,109,2,1,1,0,179,159,159,80,245.0005,332.733,388.2177,143.0918,17.7553,299,149.5,0,0,0,299,0.091,0.403,0.0748,8
9965,306,1,1,1,0,80,139,139,139,182.4966,258.2344,257.0934,72.4603,82.2344,139,139.0,0,0,0,792,0.2,0.3735,0.0093,8
10580,324,2,2,0,1,99,80,219,119,447.5025,152.7195,419.3054,29.3002,40.2647,219,109.5,0,0,0,0,0.1202,0.1637,0.0381,7
8187,255,1,1,0,1,258,119,119,378,139.0728,0.0,86.4696,53.1907,47.7624,119,119.0,0,0,0,119,0.3394,0.3394,0.0145,5
7728,238,1,1,0,0,239,139,139,0,241.798,0.0,181.2209,52.5856,58.7963,139,139.0,0,0,0,139,0.3266,0.3266,0.0318,6
7555,231,1,1,1,1,99,219,219,298,324.0174,517.2316,432.7447,114.0044,108.2266,219,219.0,1,338,0,139,0.3047,0.2927,0.0367,7
8423,265,2,2,0,1,199,119,238,100,761.4494,174.5,850.8966,89.7009,38.6588,238,119.0,0,0,0,0,0.0647,0.4182,0.0499,8
3512,108,1,1,1,1,159,179,179,99,101.6673,460.2969,133.2066,42.8077,44.7353,179,179.0,1,577,0,0,0.1548,0.3008,0.0344,6
10185,310,1,1,1,0,179,99,99,179,106.595,182.8312,56.5685,51.5873,38.0033,99,99.0,0,0,1,0,0.1457,0.2332,0.0127,9
10445,319,1,1,1,0,99,179,179,139,212.1615,184.1121,304.5078,97.788,97.1249,119,119.0,0,0,1,417,0.1327,0.2687,0.0212,7
2153,69,1,1,1,1,159,219,219,219,243.6852,123.1686,325.8481,91.4166,93.3006,219,219.0,1,1095,0,0,0.6274,2.3554,0.0636,6
1357,42,1,1,0,0,179,99,99,80,183.5824,131.577,89.1403,92.5122,90.7965,99,99.0,0,0,0,0,0.1427,0.2482,0.0106,5
1555,47,1,1,1,0,99,179,179,139,64.4748,163.0598,108.7796,55.1951,62.46,179,179.0,0,0,1,1154,0.2081,0.0761,0.0221,6
7844,241,1,1,1,0,219,159,159,179,75.3426,37.2726,115.434,80.5559,96.0469,159,159.0,0,0,0,0,0.2523,0.5383,0.0747,7
6836,204,1,1,1,0,80,80,80,139,24.1506,0.0,68.7677,73.6495,66.772,80,80.0,0,0,0,80,0.4074,0.4074,0.0166,4
2687,81,1,1,1,0,259,139,139,100,119.8384,158.2024,113.0,25.9422,13.2004,139,139.0,1,180,0,0,0.9595,0.439,0.0148,5
10890,336,1,1,1,0,497,119,119,199,534.4067,129.5039,579.8638,56.3649,69.5881,119,119.0,0,0,0,0,-0.003,-0.005,0.0101,5
1198,37,1,1,1,0,99,139,139,199,151.7383,197.5152,82.7647,79.77,63.4133,139,139.0,0,0,0,0,0.0908,0.1803,0.0172,5
2297,73,1,1,0,0,40,239,239,458,86.2047,346.6446,91.022,14.6373,23.1948,239,239.0,0,0,0,0,-0.3453,-0.0563,0.0148,4
7070,215,4,1,1,1,179,219,219,99,189.0238,309.1622,24.7588,162.6138,102.2399,437,109.25,0,0,0,656,0.2128,0.1968,0.0788,7
3124,95,2,2,1,0,379,219,239,179,130.9208,88.0909,99.925,62.6498,110.5,239,119.5,0,0,0,0,-0.5169,1.7801,0.0435,5
1753,55,1,2,1,0,0,100,199,80,128.5088,105.5012,84.4038,52.5476,42.5793,159,159.0,3,3359,0,835,0.1568,0.2104,0.0267,3
5736,169,1,1,1,0,179,179,179,179,185.2977,364.371,160.6393,47.1222,50.448,179,179.0,1,278,0,0,0.3345,0.387,0.0225,6
10458,319,2,3,1,1,99,99,278,99,276.0783,161.5193,350.3042,68.6586,203.3009,378,189.0,1,1034,0,0,0.0057,0.0557,0.0672,5
7464,227,1,1,0,0,99,99,99,258,137.4627,203.5301,45.0,84.5281,105.1867,99,99.0,0,0,1,239,0.0327,0.0417,0.0094,8
6129,181,1,1,1,0,99,238,238,159,203.702,211.6512,248.129,77.719,69.0959,238,238.0,0,0,0,0,-0.0094,0.1366,0.0279,5
10479,320,1,1,1,0,80,199,199,159,93.5481,314.8341,95.0158,65.1249,65.025,199,199.0,0,0,0,0,0.0407,0.1647,0.0614,5
2907,88,1,1,1,0,180,359,359,179,144.7791,86.0233,158.619,20.5244,61.5894,359,359.0,0,0,0,0,1.5762,1.9757,0.0558,6
9307,289,1,1,1,0,119,139,139,199,332.0636,282.6278,243.0514,88.7764,94.6956,258,258.0,2,15964,0,0,0.2977,0.1522,0.0125,6
3089,93,1,1,0,1,219,279,279,239,414.0245,0.0,480.126,66.7027,57.9396,279,279.0,2,7030,0,1972,2.9916,2.9916,0.0211,7
3745,119,2,2,1,0,199,199,279,219,144.6245,173.1134,98.4784,65.8027,69.8516,279,139.5,0,0,0,0,0.3173,0.3143,0.0775,3
10560,323,1,1,1,0,99,119,119,139,166.3009,74.5,225.02,62.3939,72.4051,119,119.0,0,0,0,119,0.2362,0.2847,0.0555,3
2568,78,1,1,1,1,219,179,179,259,103.0364,99.9025,55.3173,185.4973,175.7228,399,399.0,5,14824,0,3984,1.764,1.8775,0.0101,5
1536,46,1,1,1,0,139,80,80,139,703.7565,119.501,681.1989,111.2036,107.5174,80,80.0,0,0,0,0,0.1861,0.3311,0.0205,6
7359,225,1,1,1,0,298,159,159,179,306.0261,707.356,280.0,27.7894,39.2173,159,159.0,0,0,0,0,0.0513,0.1023,0.0159,7
6919,209,3,3,1,0,179,119,337,99,560.5644,69.8713,528.0502,100.9009,52.2231,337,112.3333,0,0,0,0,0.1078,0.6398,0.1074,3
7041,214,1,1,1,0,0,80,80,139,0.0,41.0,0.0,45.3045,40.215,80,80.0,0,0,0,0,-0.1132,0.0763,0.0252,6
6172,182,1,1,1,0,119,139,139,219,133.2901,182.5842,282.2145,150.0966,138.7921,139,139.0,1,418,0,537,0.0231,0.0526,0.0172,4
1273,41,1,1,1,1,199,159,159,80,77.0876,166.3348,138.0616,77.8283,67.3591,159,159.0,1,2624,0,796,0.1217,0.0487,0.0169,8
6607,196,2,2,1,0,139,80,179,99,344.5033,115.088,361.0872,73.3553,63.4232,179,89.5,0,0,0,0,0.313,0.356,0.1503,8
5170,156,2,1,1,0,139,239,239,238,431.8547,0.0,491.0041,53.1272,35.7001,994,497.0,0,0,0,1988,0.2153,0.0238,0.2057,5
3442,105,1,1,0,0,199,259,259,199,122.1935,0.0,79.4292,48.5103,58.0086,259,259.0,1,199,0,0,0.1958,0.1958,0.0589,6
10841,334,1,1,1,0,179,139,139,139,390.4971,89.1319,450.4942,59.0445,51.0098,139,139.0,0,0,0,0,0.161,0.267,0.023,5
2284,73,1,1,1,1,518,279,279,279,59.203,140.6983,52.811,52.0024,67.8251,279,279.0,1,638,1,179,0.9767,0.2277,0.0172,4
8803,278,1,1,0,1,139,258,258,179,155.4638,825.7471,171.0468,21.8403,16.5,258,258.0,0,0,0,258,0.1788,0.1183,0.0344,9
5802,171,1,1,1,0,139,199,199,179,429.6164,0.0,488.2305,52.5595,45.7083,278,278.0,0,0,1,199,-0.021,-0.021,0.028,5
5820,172,1,1,1,0,199,219,219,258,127.8916,91.7824,146.2395,33.3054,2.6926,219,219.0,1,1073,1,219,0.153,0.153,0.0481,4
10292,314,2,2,1,0,139,80,160,80,110.0284,179.2791,24.2074,100.3419,100.6206,160,80.0,0,0,0,160,0.3838,0.2853,0.0548,6
8487,267,1,1,1,0,219,139,139,80,99.0114,0.0,27.0185,84.1338,86.093,99,99.0,2,358,0,99,0.5227,0.5227,0.0197,4
10631,327,1,1,1,0,278,199,199,119,82.0061,87.5557,133.2817,50.3115,39.8246,199,199.0,0,0,0,0,0.1392,0.1672,0.0634,5
1117,34,1,1,1,0,99,139,139,159,94.5423,176.0178,33.2415,67.4685,68.1561,239,239.0,1,398,0,239,0.1258,0.3158,0.0309,7
8007,249,1,1,1,0,139,179,179,179,320.8746,171.0117,180.025,140.6565,137.9801,179,179.0,0,0,0,0,0.0498,0.2638,0.0322,7
4486,138,1,1,1,0,139,278,278,219,449.3607,171.5066,526.7381,93.7257,72.6911,278,278.0,1,418,0,875,0.4237,0.5197,0.0344,6
5214,157,1,1,1,0,80,80,80,80,305.893,41.9762,258.0698,52.9953,48.9949,80,80.0,1,259,0,0,0.3043,0.2538,0.0082,9
8568,271,1,1,1,0,99,179,179,159,261.5937,134.0149,233.1738,28.3769,43.0116,179,179.0,0,0,1,239,0.2727,0.3012,0.0317,6
6699,200,1,1,1,0,0,159,159,119,200.2255,321.5016,150.1632,55.4301,62.5,119,119.0,0,0,1,0,0.0165,0.2751,0.0264,10
10915,336,1,1,1,0,199,179,179,99,148.9001,164.0526,202.2004,69.5449,71.2127,179,179.0,0,0,0,0,0.1465,0.283,0.0153,8
3568,110,1,1,0,1,139,119,119,239,349.1504,219.0576,382.2787,39.3732,34.7131,119,119.0,0,0,0,0,0.003,0.007,0.0184,8
3262,99,1,1,1,0,139,298,298,139,273.9863,87.9233,319.5951,56.0022,63.0714,298,298.0,0,0,0,0,0.275,0.2765,0.0425,4
10511,321,1,1,0,1,199,139,139,139,369.6789,225.2826,392.2448,20.5061,22.5942,139,139.0,2,6439,0,358,0.3742,0.2592,0.0139,6
8182,255,1,2,1,1,139,139,278,80,221.5141,125.6234,281.064,59.5756,56.0022,139,139.0,0,0,0,139,0.2689,0.5094,0.0169,3
7316,224,1,1,0,1,139,298,298,80,200.3902,441.5343,133.0038,69.5288,89.3826,298,298.0,1,1352,0,0,0.0713,0.4978,0.0444,5
289,9,1,1,1,0,258,119,119,358,71.9253,216.2279,21.3776,54.3438,50.7568,119,119.0,0,0,0,0,0.1974,0.3034,0.0153,2
812,24,1,1,1,0,139,119,119,80,100.9071,289.5622,171.0468,72.6722,70.0179,119,119.0,0,0,0,119,0.1546,0.1796,0.0132,10
4983,152,1,1,1,0,318,298,298,258,168.6068,22.1923,160.2529,19.6787,9.5131,298,298.0,1,1232,0,0,0.0371,0.0371,0.0857,8
3472,107,1,1,1,0,119,100,100,159,83.2721,377.002,113.8991,90.667,100.5112,100,100.0,0,0,0,0,0.4268,0.1743,0.0301,6
1051,31,1,1,1,1,239,99,99,258,338.1335,166.2897,341.6724,60.1685,56.7208,99,99.0,0,0,0,99,0.0624,0.3684,0.0085,3
5852,174,2,2,1,0,457,139,377,139,768.789,93.7257,937.8454,151.5586,52.7376,377,188.5,0,0,0,0,0.2235,0.2235,0.0379,9
2103,66,1,1,1,1,258,99,99,80,97.3242,217.7918,108.4066,35.7246,35.9235,159,159.0,1,279,0,418,0.0999,0.1649,0.0159,7
3979,129,1,1,1,1,0,139,139,199,0.0,253.7839,0.0,50.9166,54.3921,139,139.0,0,0,0,0,0.0996,0.0941,0.0122,8
3655,114,1,1,1,0,80,358,358,119,72.2669,74.2378,86.6833,66.8674,68.6385,358,358.0,0,0,0,0,0.1925,0.29,0.1118,6
2682,81,3,3,0,1,140,219,558,279,701.005,230.0804,670.6489,76.4232,218.5824,558,186.0,0,0,0,0,0.2295,0.9595,0.0596,5
1145,34,1,1,0,1,259,517,517,0,258.5276,0.0,262.2689,10.5119,18.2003,517,517.0,0,0,0,517,0.2768,0.2768,0.0668,6
